player_name,draft_year,pick_number,college,height_inches,weight_lbs,position,ppg,apg,rpg,spg,bpg,mpg,topg,fpg,fg_pct,three_pt_pct,ft_pct,efg_pct,two_pt_pct,ws,ws_40,ows,dws,ts_pct,tov_pct,ftr,three_pt_attempt_rate,college_seasons,one_and_done,recruit_rank,is_top_100_recruit,is_top_10_recruit,nba_seasons,nba_4yr_total_mp,nba_4yr_bpm,nba_4yr_vorp,nba_4yr_ws,career_ws48,meaningful_career,bpm_tier,minutes_tier,PosVORP
Malcolm Lee,2011,43,UCLA,76,195,Guard,9.38,1.84,2.78,0.66,0.22,27.68,1.94,1.98,0.427,0.231,0.756,0.468,0.536,6.8,0.107,4.2,2.6,0.536,15.9,0.43,0.361,3,0,101,1,0,4,534,-2.5,-0.1,0.4,0.04,0,Rotation,Bust,0
Charles Jenkins,2011,44,Hofstra,76,195,Guard,19.875,3.736111111,4.222222222,1.680555556,0.5277777778,35.88888889,2.944444444,2.458333333,0.455,0.376,0.813,0.504,0.483,20.2,0.176,13.9,6.2,0.563,14.7,0.425,0.254,4,0,101,0,0,4,3662,-4.48,-2.2,1.4,0.017,1,Bust,Rotation,0
Josh Harrellson,2011,45,Kentucky,81,225,Forward,3.657142857,0.4285714286,4.571428571,0.5428571429,1.028571429,16.45714286,0.6571428571,1.857142857,0.478,0.154,0.563,0.487,0.52,6.8,0.182,3.6,3.2,0.576,13.6,0.279,0.086,3,0,101,0,0,4,1776,-0.4,0.8,4.2,0.116,0,Rotation,Rotation,1
Andrew Goudelock,2011,46,College of Charleston,76,195,Guard,18.39473684,3.144736842,3.486842105,0.8815789474,0.2894736842,32.86842105,2.065789474,1.447368421,0.468,0.425,0.851,0.565,0.504,18.3,0.16,14.9,3.4,0.574,12.2,0.15,0.458,4,0,101,0,0,3,425,-5.153882353,-0.3,0.1,0.003,0,Bust,Bust,0
Travis Leslie,2011,47,Georgia,76,195,Guard,11.97674419,2.581395349,6.139534884,0.9534883721,0.5348837209,27.04651163,2.093023256,1.744186047,0.481,0.5,0.75,0.497,0.48,9.6,0.163,6.1,3.5,0.537,15,0.382,0.066,3,0,101,0,0,3,459,-0.3,0.2,0.7,0,0,Rotation,Bust,1
Keith Benson,2011,48,Oakland,83,248,Center,14.69444444,0.6666666667,7.861111111,0.4722222222,3.055555556,26.75,1.194444444,2.708333333,0.593,0.412,0.675,0.599,0.598,19.7,0.218,12.8,6.9,0.597,10.3,0.63,0.024,4,0,101,0,0,4,7267,0.15,3.9,14.4,-0.005,1,Starter+,Starter+,1
Josh Selby,2011,49,Kansas,76,195,Guard,7.846153846,2.230769231,1.846153846,1,0.07692307692,20.76923077,2.153846154,1.769230769,0.382,0.311,0.556,0.451,0.439,1.3,0.098,0.4,0.9,0.489,20.1,0.192,0.487,1,1,101,1,1,4,1231,-9.5,-2.4,-2.9,-0.113,0,Bust,Rotation,0
Lavoy Allen,2011,50,Temple,81,225,Forward,11.49206349,1.920634921,8.936507937,0.4761904762,1.603174603,32.3015873,1.349206349,2.587301587,0.564,0.25,0.687,0.568,0.576,19.2,0.176,9.5,9.7,0.562,13,0.293,0.06,4,0,101,0,0,4,4435,-2.33,-0.4,8.4,0.096,1,Rotation,Starter+,0
Jon Diebler,2011,51,Ohio State,76,195,Guard,10.5,1.736111111,2.847222222,0.9722222222,0.1388888889,33.51388889,1.180555556,1.388888889,0.431,0.42,0.817,0.605,0.484,17.3,0.148,11.2,6.2,0.622,12,0.237,0.812,4,0,101,1,0,0,0,0,0,0,0,0,Bust,Bust,0
Vernon Macklin,2011,52,Florida,76,195,Guard,7.107692308,0.5384615385,3.338461538,0.3692307692,0.4923076923,17.67692308,1.076923077,1.969230769,0.595,0,0.478,0.595,0.595,10,0.16,5.9,4.1,0.591,15.2,0.351,0.001,4,0,101,0,0,3,751,1.2,0.6,2.6,0.161,0,Starter+,Bust,1
DeAndre Liggins,2011,53,Kentucky,76,195,Guard,5.086956522,1.630434783,2.913043478,0.8695652174,0.4565217391,21.19565217,1.130434783,1.97826087,0.377,0.329,0.61,0.441,0.408,6.3,0.114,2.5,3.8,0.505,20.5,0.411,0.392,3,0,101,1,0,5,406,-1.672413793,0,0.6,0.04,0,Rotation,Bust,0
E'Twaun Moore,2011,55,Purdue,76,195,Guard,15.73611111,3.111111111,4.361111111,1.027777778,0.3888888889,33.375,2.055555556,2.444444444,0.45,0.388,0.724,0.522,0.486,19.3,0.171,9.9,9.4,0.536,12.7,0.258,0.36,4,0,101,1,0,4,4023,-1.95,0.2,2.9,0.057,1,Rotation,Starter+,1
Isaiah Thomas,2011,60,Washington,76,195,Guard,16.61111111,4,3.62962963,1,0.07407407407,30.77777778,2.814814815,2.092592593,0.426,0.304,0.711,0.488,0.51,13.2,0.165,8.5,4.7,0.538,14.8,0.484,0.388,3,0,101,0,0,4,11622,3.25,15.3,30,0.14,1,Starter+,Starter+,1
Anthony Davis,2012,1,Kentucky,82,220,Forward,14.2,1.3,10.4,1.4,4.7,32,1,2,0.623,0.15,0.709,0.628,0.653,9.9,0.31,5.9,4.1,0.654,8.6,0.602,0.059,1,1,1,1,1,13,8823,5.238864332,16,37.7,0.208,1,Starter+,Starter+,1
Michael Kidd-Gilchrist,2012,2,Kentucky,79,232,Forward,11.9,1.9,7.4,1,0.9,31.1,2.2,2.4,0.491,0.255,0.745,0.511,0.535,6,0.192,3.4,2.6,0.57,17.3,0.589,0.156,1,1,3,1,1,8,5319,-1.73,0.4,9.6,0.092,1,Rotation,Starter+,1
Bradley Beal,2012,3,Florida,75,207,Guard,14.8,2.2,6.7,1.4,0.8,34.2,2.1,2.1,0.445,0.339,0.769,0.525,0.541,5.7,0.18,3.6,2.1,0.575,14.3,0.44,0.473,1,1,4,1,1,13,8090,0.01,4.1,13.4,0.101,1,Starter+,Starter+,1
Dion Waiters,2012,4,Syracuse,76,215,Guard,9.7,2,1.9,1.5,0.2,20.4,1.1,1.6,0.453,0.348,0.753,0.516,0.513,7.1,0.198,4.4,2.7,0.551,11.1,0.303,0.362,2,0,31,1,0,8,8188,-2.46,-0.9,5.7,0.036,1,Rotation,Starter+,0
Thomas Robinson,2012,5,Kansas,81,237,Forward,9.8,1,7.3,0.6,0.7,18.7,1.6,2.1,0.525,0.5,0.606,0.529,0.525,10.6,0.217,5.1,5.5,0.55,15.6,0.502,0.019,3,0,28,1,0,5,3644,-3.7,-1.6,3.6,0.053,1,Bust,Rotation,0
Damian Lillard,2012,6,Weber State,74,185,Guard,18.6,3.5,4.3,1.2,0.2,32.3,2.4,2.1,0.446,0.39,0.867,0.54,0.497,17.6,0.209,14.2,3.4,0.606,13.4,0.458,0.481,4,0,101,0,0,13,11705,3.06,14.9,35.2,0.174,1,Starter+,Starter+,1
Harrison Barnes,2012,7,UNC,80,215,Forward,16.3,1.3,5.5,0.9,0.4,29.3,1.9,1.9,0.43,0.349,0.734,0.487,0.469,9.3,0.17,5.6,3.8,0.524,11.1,0.313,0.326,2,0,1,1,1,13,8622,-1.095778242,1.8,10.9,0.096,1,Rotation,Starter+,1
Terrence Ross,2012,8,Washington,78,195,Guard,12.3,1.2,4.7,0.9,0.7,24.4,1.4,2.4,0.453,0.364,0.764,0.536,0.528,7.4,0.176,4.7,2.7,0.557,11,0.181,0.456,2,0,33,1,0,11,7237,-0.82,2.2,11.1,0.067,1,Rotation,Starter+,1
Andre Drummond,2012,9,UConn,82,270,Center,10,0.4,7.6,0.8,2.7,28.4,1.5,2.2,0.538,0,0.295,0.538,0.541,2.9,0.121,1.4,1.5,0.509,13.5,0.301,0.007,1,1,101,0,0,13,9030,1.05,6.9,29.5,0.151,1,Starter+,Starter+,1
Austin Rivers,2012,10,Duke,76,200,Guard,15.5,2.1,3.4,1,0,33.2,2.3,2.2,0.433,0.365,0.658,0.505,0.477,3.5,0.124,2.4,1,0.538,13.9,0.458,0.396,1,1,2,1,1,11,5784,-3.75,-2.5,2.9,0.043,1,Bust,Starter+,0
Meyers Leonard,2012,11,Illinois,85,245,Center,7.7,0.7,4.7,0.3,1.1,19.8,1.4,2.2,0.567,0.083,0.729,0.569,0.585,4.8,0.149,2.7,2.2,0.601,18.4,0.413,0.034,2,0,29,1,0,10,3741,-1.91,0.1,8,0.104,1,Rotation,Rotation,1
Jeremy Lamb,2012,12,UConn,77,180,Guard,14.1,1.7,4.7,1,0.6,32.1,1.6,1.6,0.482,0.348,0.806,0.553,0.573,9.9,0.164,6.9,2.9,0.58,11.6,0.217,0.406,2,0,78,1,0,10,3545,0.38,2.2,7.8,0.108,1,Starter+,Rotation,1
Kendall Marshall,2012,13,UNC,76,195,Guard,7.2,8,2.3,1.1,0.1,28.8,2.6,1.5,0.446,0.366,0.693,0.505,0.484,6.9,0.132,3.7,3.3,0.541,28.5,0.401,0.323,2,0,25,1,0,4,3083,-3.46,-1.2,1,0.015,1,Bust,Rotation,0
John Henson,2012,14,UNC,83,220,Forward,10.3,1,8.1,0.6,2.5,23.8,1.5,1.5,0.497,0.208,0.484,0.5,0.505,10.7,0.166,4.1,6.7,0.501,12.9,0.365,0.025,3,0,5,1,1,8,4871,-0.26,2.1,11.1,0.113,1,Rotation,Starter+,1
Maurice Harkless,2012,15,St. John's,80,208,Guard,15.5,1.5,8.6,1.6,1.4,36.1,2.5,2.3,0.452,0.215,0.676,0.472,0.506,3.2,0.109,1.8,1.3,0.504,14,0.326,0.185,1,1,38,1,0,10,6055,-1.07,1.4,8.4,0.079,1,Rotation,Starter+,1
Royce White,2012,16,Iowa State,80,270,Forward,13.2,4.9,9.1,1.2,1,31.1,3.7,2.5,0.535,0.333,0.498,0.541,0.542,4.1,0.15,2.1,2,0.537,23.2,0.622,0.036,2,0,31,1,0,1,9,-16.9,0,0,-0.121,0,Bust,Bust,0
Tyler Zeller,2012,17,UNC,84,250,Forward,12.8,0.6,6.7,0.7,1.1,23,1.4,2.3,0.543,0,0.775,0.543,0.544,15.5,0.231,9.9,5.6,0.597,11.6,0.52,0.002,4,0,18,1,0,8,5523,-2.03,0,12.8,0.113,1,Rotation,Starter+,0
Terrence Jones,2012,18,Kentucky,81,252,Forward,14,1.5,8,1.2,1.8,30.4,1.8,2.4,0.467,0.328,0.638,0.493,0.493,11.8,0.204,6.2,5.5,0.526,11.9,0.489,0.156,2,0,11,1,0,6,4287,0.91,3.2,12.5,0.127,1,Starter+,Starter+,1
Andrew Nicholson,2012,19,St. Bonaventure,81,240,Forward,17.1,0.7,7.2,0.5,2,29.9,2.4,3,0.575,0.377,0.72,0.585,0.586,18.5,0.202,12.7,5.9,0.616,14.8,0.45,0.055,4,0,101,0,0,5,3738,-3.39,-1.3,4,0.045,1,Bust,Rotation,0
Jared Sullinger,2012,21,Ohio State,81,265,Forward,17.3,1.2,9.7,1.1,0.8,31,1.8,2.7,0.53,0.365,0.733,0.541,0.541,16.2,0.282,10.3,5.9,0.591,10.7,0.583,0.061,2,0,2,1,1,5,6414,-0.26,2.8,15.4,0.113,1,Rotation,Starter+,1
Fab Melo,2012,22,Syracuse,84,244,Center,4.9,0.5,3.8,0.4,1.8,17.3,1.1,2.3,0.576,0,0.553,0.576,0.576,3.7,0.135,1.6,2.1,0.577,20.2,0.371,0,2,0,14,1,0,1,36,-7.6,-0.1,0,0.021,0,Bust,Bust,0
John Jenkins,2012,23,Vanderbilt,76,215,Guard,16.9,1.1,2.7,0.7,0.3,30.6,1.3,1.2,0.468,0.438,0.856,0.607,0.521,15.5,0.206,12.5,3,0.648,9.2,0.339,0.634,3,0,29,1,0,6,1837,-1.64,0.2,2.7,0.065,0,Rotation,Rotation,1
Jared Cunningham,2012,24,Oregon State,76,194,Forward,13,2,3,2.2,0.2,27.9,2.6,2.5,0.455,0.344,0.754,0.505,0.501,9.7,0.142,5.8,3.9,0.576,18.5,0.678,0.292,3,0,101,0,0,4,605,-5.66,-0.5,0.2,0.017,0,Bust,Bust,0
Tony Wroten,2012,25,Washington,77,205,Guard,16,3.7,5,1.9,0.4,30.3,3.8,2.7,0.443,0.161,0.583,0.453,0.483,3.2,0.12,1.6,1.6,0.488,18.7,0.591,0.125,1,1,18,1,0,4,3076,-3.44,-1,-1.3,-0.021,1,Bust,Rotation,0
Miles Plumlee,2012,26,Duke,82,245,Forward,4.8,0.3,4.8,0.5,0.6,15.8,1,2.3,0.557,1,0.625,0.559,0.557,9.1,0.17,4.1,5,0.575,19.6,0.426,0.002,4,0,81,1,0,7,4083,-1.23,0.7,8.8,0.09,1,Rotation,Starter+,1
Arnett Moultrie,2012,27,Mississippi State,83,249,Forward,11.4,1,8.4,1,0.9,30.2,2.1,2.4,0.511,0.289,0.676,0.527,0.539,11.9,0.158,5.4,6.5,0.557,16.7,0.397,0.112,3,0,101,0,0,2,729,-2.8,-0.1,1.7,0.113,0,Rotation,Bust,0
Perry Jones,2012,28,Baylor,83,235,Forward,13.7,1.2,7.4,0.7,0.7,32.2,2,2.3,0.522,0.279,0.678,0.531,0.539,8.2,0.162,5,3.2,0.558,13.9,0.363,0.065,2,0,8,1,1,3,1675,-3.5,-0.6,1.7,0.048,0,Bust,Rotation,0
Marquis Teague,2012,29,Kentucky,74,189,Guard,10,4.8,2.5,0.9,0.3,32.6,2.7,2.3,0.412,0.325,0.714,0.449,0.438,3.5,0.108,1.7,1.8,0.491,21.1,0.338,0.227,1,1,7,1,1,3,835,-6.55497006,-1,-0.8,-0.045,0,Bust,Bust,0
Festus Ezeli,2012,30,Vanderbilt,83,255,Center,7.7,0.1,4.5,0.3,1.7,17.9,1.6,2.6,0.562,0,0.584,0.562,0.562,8.5,0.157,4.4,4.1,0.577,19.4,0.799,0,4,0,101,0,0,3,2394,-2,0,5.9,0.119,1,Rotation,Rotation,0
Jeff Taylor,2012,31,Vanderbilt,76,195,Guard,12.3826087,2.217391304,3.443478261,0.9217391304,0.5043478261,30.76521739,1.756521739,2.347826087,0.509,0.3762574347,0.779,0.533293291,0.4980176978,13.63272033,0.1567304411,8.873507971,4.759212358,0.5878116603,12.97050674,0.3599744476,0.4605019944,4,0,101,1,0,4,2564,-3.7,-1.1,0.7,0.024,1,Bust,Rotation,0
Bernard James,2012,33,Florida State,76,195,Guard,9.7,0.3,7,0.8,2.4,24.6,1.8,1.8,0.627,0,0.528,0.627,0.627,7.9,0.187,3.5,4.5,0.613,18.3,0.533,0,2,0,101,0,0,4,1522,-1.77,0,3.7,0.117,0,Rotation,Rotation,0
Jae Crowder,2012,34,Marquette,81,225,Forward,15.25,2.027777778,7.75,2.083333333,1.027777778,32.77777778,1.027777778,2.75,0.495,0.342,0.705,0.563,0.596,12.6,0.233,7.8,4.8,0.584,7.6,0.377,0.386,2,0,101,0,0,4,6562,0.73,4.5,15,0.102,1,Starter+,Starter+,1
Draymond Green,2012,35,Michigan State,81,225,Forward,10.22535211,2.85915493,7.225352113,1.14084507,0.676056338,25.53521127,1.845070423,2.690140845,0.464,0.391,0.699,0.509,0.486,19.2,0.212,9.6,9.6,0.543,16.5,0.426,0.217,4,0,101,1,0,4,8156,2.91,10.2,24.7,0.117,1,Starter+,Starter+,1
Orlando Johnson,2012,36,UC Santa Barbara,81,225,Forward,17.79032258,2.709677419,5.483870968,0.9516129032,0.5967741935,32.25806452,2.709677419,2.225806452,0.442,0.349,0.768,0.505,0.494,15.8,0.163,11.9,3.9,0.566,14.2,0.438,0.352,4,0,101,1,0,4,0,0,0,0,0.059,0,Starter+,Bust,0
Quincy Acy,2012,37,Baylor,81,225,Forward,9.712121212,0.6363636364,5.787878788,0.7121212121,1.212121212,26.1969697,1.636363636,2.833333333,0.601,0.5,0.728,0.604,0.602,16.3,0.187,9.9,6.4,0.635,16.7,0.594,0.008,4,0,101,1,1,4,3352,-1.64,0.4,6.8,0.078,1,Rotation,Rotation,1
Quincy Miller,2012,38,Baylor,81,225,Forward,11.88888889,1.166666667,4.888888889,0.7222222222,0.3888888889,25,1.777777778,1.833333333,0.457,0.368,0.82,0.5,0.484,3.5,0.153,2.1,1.3,0.541,15.4,0.369,0.223,1,1,101,1,1,4,1868,-3.88,-1,-0.2,-0.003,0,Bust,Rotation,0
Khris Middleton,2012,39,Texas A&M,81,225,Forward,11.11111111,1.866666667,4.844444444,0.8666666667,0.2888888889,27.93333333,2.088888889,2.133333333,0.413,0.306,0.748,0.467,0.472,8.8,0.156,4.8,4,0.534,15.9,0.345,0.364,3,0,101,1,0,4,8165,-0.13,3.9,16.4,0.112,1,Rotation,Starter+,1
Will Barton,2012,40,Memphis,76,195,Guard,15.5,3,6.21875,1.46875,0.625,32.84375,2.53125,2.0625,0.504,0.301,0.729,0.549,0.59,10.1,0.176,5.9,4.2,0.549,14.5,0.311,0.302,2,0,101,1,1,4,4617,-0.63,1.6,5.7,0.074,1,Rotation,Starter+,1
Tyshawn Taylor,2012,41,Kansas,76,195,Guard,11.5,3.5,2.21875,1.046875,0.1875,27.265625,2.5,2.34375,0.492,0.415,0.717,0.556,0.527,15.1,0.15,8.5,6.6,0.566,21.3,0.438,0.28,4,0,101,1,0,4,1642,-8.1,-2.6,-3.1,-0.088,0,Bust,Rotation,0
Doron Lamb,2012,42,Kentucky,76,195,Guard,11.8125,1.625,2.0625,0.6875,0.0625,30.21875,1.15625,2.0625,0.465,0.463,0.835,0.571,0.466,10.9,0.187,8.1,2.8,0.627,10.4,0.359,0.437,2,0,101,1,0,4,3587,-5.81,-3.5,0.3,0.005,1,Bust,Rotation,0
Mike Scott,2012,43,Virginia,76,195,Guard,6.2,2,3.545454545,1.345454545,0.1454545455,22.94545455,1.618181818,2.872727273,0.389,0.286,0.677,0.429,0.429,1.9,0.059,0.5,1.3,0.489,20.3,0.564,0.28,2,0,101,0,0,4,4127,-1.06,1,9.4,0.088,1,Rotation,Starter+,1
Kim English,2012,44,Missouri,76,195,Guard,10.25757576,1.318181818,3.151515152,0.9696969697,0.2575757576,25.8030303,1.712121212,1.848484848,0.387,0.351,0.715,0.469,0.418,11.7,0.138,6.7,5.1,0.551,14.2,0.337,0.494,4,0,101,0,0,3,1628,-4.2,-0.9,0.8,0.021,0,Bust,Rotation,0
Justin Hamilton,2012,45,LSU,76,195,Guard,6.884955752,2.734513274,2.601769912,1.451327434,0.2920353982,25.10619469,1.318584071,1.796460177,0.489,0.331,0.739,0.553,0.589,9.6,0.135,4.4,5.2,0.575,18,0.226,0.386,4,0,101,0,0,4,0,0,0,0,0.091,0,Starter+,Bust,0
Darius Miller,2012,46,Kentucky,76,195,Guard,8.34375,1.484375,2.90625,0.734375,0.734375,24.28125,1.453125,2.0625,0.458,0.402,0.813,0.554,0.509,13.9,0.147,8.1,5.9,0.568,16.3,0.229,0.467,4,0,101,1,0,4,0,0,0,0,0.059,0,Starter+,Bust,0
Kevin Murphy,2012,47,Tennessee Technological University,76,195,Guard,15.88571429,2.242857143,4.3,0.7428571429,0.1714285714,29.72857143,3.128571429,2.171428571,0.445,0.381,0.752,0.509,0.477,10.3,0.11,7,3.2,0.542,17,0.356,0.322,4,0,101,1,0,3,355,-16.8,-1.4,-2,-0.272,0,Bust,Bust,0
Kyle O'Quinn,2012,49,Norfolk State,83,248,Center,14.234375,0.828125,9.09375,0.5625,2.59375,27.828125,1.96875,3.03125,0.602,0.294,0.704,0.629,0.673,15.7,0.178,9.4,6.3,0.602,16.4,0.44,0.188,4,0,101,0,0,4,3414,-0.39,1.5,7.1,0.128,1,Rotation,Rotation,1
Kris Joseph,2012,51,Syracuse,81,225,Forward,10.91176471,1.514705882,4.117647059,1.294117647,0.3970588235,26.77941176,1.661764706,1.676470588,0.458,0.358,0.696,0.511,0.5,14.8,0.159,8,6.7,0.546,13.8,0.497,0.309,4,0,101,1,0,4,0,0,0,0,-0.127,0,Starter+,Bust,0
Darius Johnson-Odom,2012,55,Marquette,76,195,Guard,16.55555556,2.5,3.092592593,0.9814814815,0.1851851852,32.81481481,2.148148148,2.296296296,0.44,0.405,0.698,0.529,0.468,11.9,0.147,8.3,3.7,0.564,13.2,0.344,0.437,3,0,101,0,0,2,21,-25.5,-0.1,-0.3,-0.597,0,Bust,Bust,0
Robbie Hummel,2012,58,Purdue,81,225,Forward,14.125,2.203125,6.640625,1.046875,0.9375,30.875,1.109375,2.328125,0.437,0.387,0.831,0.52,0.474,22.2,0.232,12.8,9.3,0.577,8.2,0.353,0.422,4,0,101,1,0,4,0,0,0,0,0.066,0,Starter+,Bust,0
Marcus Denmon,2012,59,Missouri,76,195,Guard,13.07575758,1.590909091,3.424242424,1.212121212,0.06060606061,27.54545455,1.03030303,1.46969697,0.456,0.399,0.768,0.563,0.522,17.8,0.198,12.3,5.5,0.596,8.6,0.285,0.538,4,0,101,0,0,0,0,0,0,0,0,0,Bust,Bust,0
Robert Sacre,2012,60,Gonzaga,83,248,Center,8.927272727,0.7090909091,4.854545455,0.4909090909,1.654545455,21.69090909,1.472727273,2.236363636,0.507,0.25,0.741,0.507,0.507,13,0.176,7.1,5.9,0.575,16.6,0.756,0.005,4,0,101,1,0,4,2745,-4.06,-1.4,2.4,0.042,1,Bust,Rotation,0
Anthony Bennett,2013,1,UNLV,80,240,Forward,16.1,1,8.1,0.7,1.2,27.1,1.9,2.3,0.533,0.375,0.701,0.58,0.587,5.7,0.238,3.5,2.2,0.609,12.3,0.467,0.253,1,1,6,1,1,4,1905,-4.77,-1.3,0.5,0.013,0,Bust,Rotation,0
Victor Oladipo,2013,2,Indiana,77,214,Guard,10.7,1.7,5.2,1.5,0.5,24.6,2,2.4,0.538,0.338,0.716,0.57,0.585,12.7,0.198,7.8,4.9,0.604,18,0.476,0.188,3,0,101,0,0,10,9661,-0.16,4.5,13.7,0.076,1,Rotation,Starter+,1
Otto Porter Jr.,2013,3,Georgetown,80,205,Forward,12.8,2.1,7.1,1.5,0.9,32.5,1.3,2,0.498,0.355,0.751,0.545,0.55,12,0.231,6.8,5.3,0.585,10.8,0.41,0.264,2,0,34,1,0,11,6632,1.27,5.6,17.7,0.132,1,Starter+,Starter+,1
Cody Zeller,2013,4,Indiana,84,240,Forward,16.1,1.3,7.3,1.2,1.2,29,2,2.5,0.592,0,0.756,0.592,0.594,14.1,0.271,9.9,4.2,0.643,13.5,0.705,0.003,2,0,10,1,1,11,6402,-0.56,2.4,18.3,0.14,1,Rotation,Starter+,1
Alex Len,2013,5,Maryland,85,225,Center,9.7,0.8,7,0.2,2.1,24.5,1.6,2.6,0.538,0.111,0.663,0.539,0.548,6.1,0.165,3.5,2.6,0.569,15.4,0.476,0.022,2,0,101,0,0,12,5261,-3.14,-1.4,7.9,0.097,1,Bust,Starter+,0
Nerlens Noel,2013,6,Kentucky,82,228,Forward,10.5,1.6,9.5,2.1,4.4,31.9,1.9,2.6,0.59,0,0.529,0.59,0.59,3.9,0.206,1.6,2.3,0.583,17.3,0.627,0,1,1,1,1,1,9,5323,0.2679879767,3.1,9,0.132,1,Starter+,Starter+,1
Ben McLemore,2013,7,Kansas,77,195,Guard,15.9,2,5.2,1,0.7,32.2,2.1,1.9,0.495,0.42,0.87,0.586,0.553,6.5,0.217,4.2,2.3,0.633,14.2,0.345,0.435,1,1,41,1,0,9,7476,-3.35,-2.6,4,0.035,1,Bust,Starter+,0
Kentavious Caldwell-Pope,2013,8,Georgia,77,205,Guard,15.8,1.5,6.1,1.9,0.4,33,1.6,2.2,0.415,0.339,0.752,0.339,0.504,9.6,0.182,5.8,3.8,0.543,9.7,0.307,0.539,2,0,15,1,0,12,9488,-1.04,2.3,14.4,0.084,1,Rotation,Starter+,1
Trey Burke,2013,9,Michigan,72,190,Guard,16.9,5.7,3.3,1.3,0.5,35.7,2.5,1.7,0.45,0.367,0.777,0.519,0.499,12.9,0.197,9.7,3.2,0.556,14,0.3,0.374,2,0,101,0,0,9,6619,-1.79,0.2,5.9,0.06,1,Rotation,Starter+,1
CJ McCollum,2013,10,Lehigh,75,180,Guard,21.3,2.7,6.3,2.1,0.5,32.9,2.4,1.8,0.439,0.377,0.825,0.501,0.47,20.5,0.224,13.9,6.6,0.563,11.3,0.423,0.33,4,0,101,0,0,12,7025,1,5.3,15.6,0.096,1,Starter+,Starter+,1
Michael Carter-Williams,2013,11,Syracuse,78,185,Guard,8.2,5.2,3.6,2,0.4,25.4,2.3,1.8,0.398,0.307,0.679,0.445,0.438,7.4,0.176,3.3,4,0.493,21.8,0.462,0.303,2,0,25,1,0,9,7058,-1.05,1.6,3.5,0.032,1,Rotation,Starter+,1
Steven Adams,2013,12,Pitt,84,250,Center,7.2,0.6,6.3,0.7,2,23.4,1.1,1.6,0.571,0,0.443,0.571,0.571,3.5,0.185,1.6,1.9,0.555,14.4,0.4,0,1,1,5,1,1,11,7371,-0.68,2.4,20,0.149,1,Rotation,Starter+,1
Kelly Olynyk,2013,13,Gonzaga,84,238,Forward,8.9,1.1,4.6,0.5,0.5,17.2,1.4,2,0.594,0.333,0.709,0.616,0.634,10.3,0.237,6.7,3.6,0.641,16.6,0.501,0.132,3,0,101,0,0,12,5756,0.35,3.4,14.7,0.123,1,Starter+,Starter+,1
Shabazz Muhammad,2013,14,UCLA,78,225,Guard,17.9,0.8,5.2,0.7,0.1,30.8,1.6,1.7,0.443,0.377,0.711,0.487,0.463,3.7,0.149,2.9,0.8,0.528,8.6,0.395,0.232,1,1,1,1,1,5,4354,-1.96,0.2,7.7,0.085,1,Rotation,Starter+,1
Shane Larkin,2013,18,Miami (FL),71,176,Guard,11.2,3.6,3.2,1.8,0.1,31.3,2.1,1.6,0.438,0.375,0.808,0.524,0.491,8.5,0.159,5.1,3.3,0.566,17.5,0.311,0.46,2,0,101,0,0,4,4880,-2.5,-0.6,4.4,0.044,1,Rotation,Starter+,0
Tony Snell,2013,20,New Mexico,79,200,Guard,9.2,2,2.4,0.5,0.3,24.8,1.5,1.2,0.421,0.38,0.821,0.533,0.48,8.9,0.138,5.1,3.8,0.571,15.6,0.272,0.588,3,0,101,0,0,9,6280,-2.29,-0.4,7.8,0.068,1,Rotation,Starter+,0
Gorgui Dieng,2013,21,Louisville,83,245,Center,8.3,1.2,7.9,1,2.6,27.3,1.6,2.7,0.545,0.333,0.64,0.546,0.546,13.2,0.19,5.4,7.8,0.568,18.1,0.439,0.005,3,0,69,1,0,10,7884,0.13,4.2,18.7,0.117,1,Starter+,Starter+,1
Mason Plumlee,2013,22,Duke,82,235,Forward,9.8,1.5,7.7,0.8,1.4,25.9,2,2.5,0.574,0.2,0.583,0.575,0.578,16.6,0.181,8.3,8.2,0.584,19.2,0.622,0.011,4,0,18,1,0,12,7250,1.22,6,21.6,0.148,1,Starter+,Starter+,1
Solomon Hill,2013,23,Arizona,79,220,Forward,10.3,2.2,5.6,0.9,0.4,29,2.1,2.4,0.481,0.375,0.745,0.538,0.528,15,0.149,9,6,0.582,19.1,0.453,0.303,4,0,56,1,0,9,5847,-1.79,0.4,8.7,0.059,1,Rotation,Starter+,1
Tim Hardaway Jr.,2013,24,Michigan,78,205,Guard,14.3,2.1,4.1,0.7,0.3,33.3,1.7,2,0.425,0.343,0.724,0.507,0.5,12.3,0.138,8,4.3,0.539,11.4,0.308,0.475,3,0,101,0,0,12,6574,-1.183815029,1.4,10.6,0.075,1,Rotation,Starter+,1
Reggie Bullock,2013,25,UNC,79,205,Forward,9.9,1.7,5,0.9,0.2,24.6,0.9,1.2,0.439,0.387,0.72,0.555,0.517,10.8,0.176,6.8,4,0.568,9.7,0.145,0.596,3,0,15,1,0,11,1629,-1.17,0.4,2.5,0.082,0,Rotation,Rotation,1
Andre Roberson,2013,26,Colorado,79,210,Forward,9.6,1.1,10,1.6,1.4,28.3,1.7,2.6,0.516,0.35,0.582,0.549,0.555,13.7,0.185,6.2,7.5,0.561,16.9,0.459,0.193,3,0,101,0,0,7,5614,-0.6158354115,2,10.5,0.089,1,Rotation,Starter+,1
